year,region,population,life_expectancy,child_mortality,babies_per_woman,income_per_person
1800,africa,81209567,30.09157507,443.51,6.58,437.6992975
1801,africa,81313551,30.01647876,443.47,6.58,437.322912
1802,africa,81418900,30.01911666,443.44,6.58,436.9499991
1803,africa,81525621,30.09918755,443.41,6.58,436.5014596
1804,africa,81633731,30.10171999,443.37,6.58,436.0338495
1805,africa,81743247,30.10424997,443.32,6.58,434.7656264
1806,africa,81854174,30.10677768,443.29,6.58,434.5010158
1807,africa,81966528,30.10930315,443.26,6.58,435.6780098
1808,africa,82080332,30.11182667,443.22,6.58,432.9287447
1809,africa,82195596,30.11434824,443.19,6.58,432.1910665
1810,africa,82313562,30.11690153,443.16,6.58,433.4952389
1811,africa,82440934,30.11941531,443.12,6.58,429.3123784
1812,africa,82579573,30.12191294,443.09,6.58,429.1137136
1813,africa,82729616,30.12439384,443.06,6.58,432.4152677
1814,africa,82891459,30.12685283,443.03,6.58,432.0826921
1815,africa,83065241,30.12940717,442.98,6.58,428.4091067
1816,africa,83251124,30.13181891,442.95,6.58,428.4890446
1817,africa,83449261,30.13420584,442.92,6.58,428.5579504
1818,africa,83659804,29.89504081,442.89,6.58,429.1026896
1819,africa,83954434,29.85509506,442.86,6.58,426.1136195
1820,africa,84334648,29.90832299,442.84,6.58,425.5469688
1821,africa,84811641,30.1417081,442.82,6.58,428.6889267
1822,africa,85376766,30.14286949,442.81,6.58,427.9300763
1823,africa,86056105,30.14432772,442.79,6.58,428.8676842
1824,africa,86755919,30.14580107,442.77,6.58,429.8439028
1825,africa,87476538,30.14728908,442.74,6.58,430.9803454
1826,africa,88218276,30.14879104,442.72,6.58,431.9965341
1827,africa,88981474,30.15030589,442.7,6.58,433.051735
1828,africa,89766472,29.89536991,442.68,6.58,434.1677371
1829,africa,90573904,29.74683529,442.66,6.58,435.3127454
1830,africa,91404143,29.59688319,442.64,6.58,435.4886116
1831,africa,92257560,29.75103229,442.62,6.58,435.8954791
1832,africa,93125349,30.16071776,442.6,6.58,437.0770113
1833,africa,94007792,30.16654026,442.57,6.59,438.3366683
1834,africa,94904834,30.16556688,442.54,6.59,439.8072262
1835,africa,95816766,29.89669874,442.52,6.59,441.2210792
1836,africa,96743850,29.74563611,442.49,6.59,442.5668767
1837,africa,97686357,29.58257213,442.47,6.59,443.9195273
1838,africa,98644581,29.74590563,442.44,6.59,445.3812008
1839,africa,99638115,30.16642175,442.41,6.59,447.1041308
1840,africa,100667803,30.1782055,442.37,6.59,448.9299424
1841,africa,101734515,30.17049526,442.33,6.59,450.6335292
1842,africa,102839146,30.17360892,442.28,6.59,452.520803
1843,africa,103982621,30.18541855,442.22,6.59,454.7781505
1844,africa,105146559,30.17266554,442.14,6.59,456.7489264
1845,africa,106331394,30.18960117,442.08,6.59,458.7708309
1846,africa,107537534,30.20189411,442.02,6.59,460.7114608
1847,africa,108765412,30.21141073,441.96,6.59,462.8399151
1848,africa,110015469,30.22093087,441.9,6.59,466.2579102
1849,africa,111156406,29.8557793,441.85,6.59,469.49816
1850,africa,112185299,29.72151093,441.81,6.59,472.6696308
1851,africa,112844408,30.11052383,441.79,6.59,477.5997753
1852,africa,113381827,30.33721226,441.78,6.59,479.6536904
1853,africa,113796891,30.3886631,441.78,6.59,482.255113
1854,africa,114215703,30.3919688,441.77,6.59,482.2001444
1855,africa,114638336,30.49084705,441.77,6.59,484.9156102
1856,africa,115064861,30.51760221,441.77,6.59,479.8931714
1857,africa,115495350,30.61552982,441.77,6.59,484.9865526
1858,africa,115929881,30.66532404,441.77,6.59,482.1585243
1859,africa,116377176,30.71300936,441.77,6.59,483.6427821
1860,africa,116837215,30.76579553,441.77,6.59,485.4009187
1861,africa,117309942,30.82137926,441.76,6.59,484.7064514
1862,africa,117795314,30.85223261,441.69,6.58,478.9102191
1863,africa,118293268,30.92095302,441.62,6.58,481.0435265
1864,africa,118795080,30.39467533,441.56,6.58,489.8501694
1865,africa,119300776,30.29601179,441.5,6.58,483.3114929
1866,africa,119810390,30.20003012,441.45,6.58,485.135436
1867,africa,120323949,30.84509067,441.4,6.58,490.039202
1868,africa,120841486,30.41262767,441.35,6.58,491.1229311
1869,africa,121375304,30.83538473,441.31,6.58,491.7629589
1870,africa,121925601,31.1348866,441.26,6.58,494.3693667
1871,africa,122490915,31.3892905,441.23,6.58,495.7252406
1872,africa,123074784,31.44059152,441.27,6.58,510.3404975
1873,africa,123675762,31.47663933,441.51,6.58,505.8012867
1874,africa,124281732,31.54280964,441.35,6.57,505.3270334
1875,africa,124892750,31.61282699,441.33,6.57,510.4336523
1876,africa,125508840,31.66034536,441.29,6.57,516.1725135
1877,africa,126130056,31.70922746,441.26,6.57,515.0169841
1878,africa,126756437,31.77193837,441.27,6.57,515.3581574
1879,africa,127398196,31.81326263,441.21,6.57,520.8775497
1880,africa,128055453,31.47988327,441.18,6.57,528.8976793
1881,africa,128728318,31.38518327,441.29,6.57,527.1527652
1882,africa,129416926,31.97379442,441.31,6.57,525.5788666
1883,africa,130121386,32.0280223,441.39,6.57,515.7896738
1884,africa,130831669,32.09650364,441.24,6.56,513.2498638
1885,africa,131547826,32.1451949,441.25,6.56,509.0114857
1886,africa,132269923,32.21389292,441.18,6.56,514.8132755
1887,africa,132998010,32.25426243,441.26,6.56,520.1798699
1888,africa,133732140,30.50360061,441.19,6.56,525.7993657
1889,africa,134383367,28.84654949,441.06,6.56,525.8981871
1890,africa,134951857,28.77244051,441.18,6.56,526.7197228
1891,africa,135437756,29.42841908,441.13,6.56,528.8313419
1892,africa,135841234,30.31947134,441.21,6.56,528.086795
1893,africa,136162436,32.5842402,441.2,6.56,528.0247536
1894,africa,136490489,32.67355136,441.07,6.56,526.8991533
1895,africa,136825445,32.68239449,441.06,6.56,533.4611772
1896,africa,137167343,32.61764468,441.25,6.56,535.4400792
1897,africa,137516247,32.80732956,440.89,6.56,532.5172208
1898,africa,137872191,32.85002626,440.52,6.55,542.2008085
1899,africa,138255274,32.89019227,440.18,6.55,535.696328
1900,africa,138666883,32.9394442,439.91,6.55,520.9721173
1901,africa,139108428,32.98526593,439.51,6.55,523.9343608
1902,africa,139581337,33.05381719,438.87,6.55,532.6270702
1903,africa,140087052,33.1237586,438.12,6.55,549.6095591
1904,africa,140606811,33.02369083,437.39,6.55,551.2855958
1905,africa,141140754,33.17878895,436.82,6.55,556.7188025
1906,africa,141689013,33.25938138,435.95,6.55,563.9955975
1907,africa,142251723,33.33379562,435.03,6.55,563.2839032
1908,africa,142829038,33.3806002,434.17,6.55,548.2450007
1909,africa,143411841,33.58678233,433.1,6.55,553.5055914
1910,africa,143998929,33.72592461,432.03,6.55,542.7076835
1911,africa,144588414,33.77836859,430.89,6.55,546.5846026
1912,africa,145180397,33.88551566,429.89,6.55,549.5691047
1913,africa,145772966,33.8586498,428.7,6.54,554.4159374
1914,africa,146374165,33.90584559,427.64,6.54,559.7622982
1915,africa,146984084,33.93914036,426.63,6.54,567.5718829
1916,africa,147602816,33.94565707,425.43,6.54,571.6463598
1917,africa,148230439,33.98557619,424.46,6.54,578.5682487
1918,africa,148839564,15.75176594,423.4,6.54,579.8183208
1919,africa,149699747,34.12130329,422.33,6.54,596.9187312
1920,africa,150814861,34.20053312,421.18,6.55,597.39457
1921,africa,152188837,34.20456023,419.96,6.55,603.6108053
1922,africa,153825698,34.22895977,418.77,6.54,614.4608535
1923,africa,155729537,34.4652476,417.86,6.54,623.4240289
1924,africa,157661661,34.52471687,416.73,6.54,632.5027994
1925,africa,159622530,34.56654646,415.61,6.54,642.3347062
1926,africa,161612582,34.55770897,414.5,6.55,651.1940542
1927,africa,163632275,34.45244133,413.38,6.56,658.0302214
1928,africa,165682063,34.45027232,413.87,6.56,668.5752324
1929,africa,167764385,34.51608373,412.4,6.57,670.5477693
1930,africa,169879710,35.19909967,406.39,6.58,670.5279192
1931,africa,172028509,34.96410295,406.46,6.57,674.4833382
1932,africa,174211299,35.03158779,405,6.55,678.895488
1933,africa,176428551,35.34551153,401.06,6.54,697.0930181
1934,africa,178678807,35.38422111,399.06,6.53,710.236555
1935,africa,180962588,35.50307387,394.88,6.52,731.0144246
1936,africa,183280407,35.0307994,393.79,6.52,753.7307191
1937,africa,185632774,36.0245974,388.37,6.51,768.0443618
1938,africa,188020246,36.16108442,385.45,6.51,771.4509875
1939,africa,190562682,36.52160127,381.79,6.51,786.2011139
1940,africa,193264781,36.44026014,380.41,6.5,801.0743971
1941,africa,196131348,36.82638621,374.32,6.5,809.2382703
1942,africa,199167330,36.74940786,373.87,6.5,824.2429029
1943,africa,202377776,36.77305244,369.56,6.5,836.2001575
1944,africa,205648556,37.48957616,361.19,6.51,856.038945
1945,africa,208980837,37.97575447,356.65,6.51,872.2259051
1946,africa,212375815,39.38364176,348.33,6.51,889.3426515
1947,africa,215834721,40.7108477,340.21,6.52,903.8764979
1948,africa,219358802,41.84245444,332.61,6.51,932.6066729
1949,africa,223223719,42.98182412,325.03,6.54,954.1967445
1950,africa,227488491,44.25333219,317.78,6.56,988.4367262
1951,africa,232258049,44.50038297,315.65,6.57,1028.966155
1952,africa,237229170,44.89319407,312.02,6.57,1062.975118
1953,africa,242362696,45.15246067,308.01,6.59,1091.496987
1954,africa,247670544,45.25073514,305,6.6,1133.355734
1955,africa,253189089,45.46212238,300.75,6.61,1156.792282
1956,africa,258909169,45.78029301,296,6.62,1190.463758
1957,africa,264752252,46.00154188,291.1,6.63,1221.404006
1958,africa,270650816,46.24858539,286.26,6.65,1240.534445
1959,africa,276865865,46.65603621,281.44,6.66,1294.015421
1960,africa,283500719,46.54353815,276.75,6.67,1351.417386
1961,africa,290376821,46.85053818,272.12,6.69,1364.413845
1962,africa,297507616,47.50194163,267.63,6.7,1394.323467
1963,africa,304904049,48.03737277,263.28,6.71,1484.53896
1964,africa,312577887,48.37253262,259.02,6.71,1560.570149
1965,africa,320515347,48.75505205,254.57,6.7,1621.003387
1966,africa,328739044,48.98229383,250.39,6.71,1644.204323
1967,africa,337321967,49.1619759,246.58,6.72,1655.896551
1968,africa,346255412,49.35327296,242.88,6.72,1723.634255
1969,africa,355470716,49.65263603,239.13,6.72,1840.481866
1970,africa,364970187,50.17096014,235.36,6.72,1986.070883
1971,africa,374727811,50.62485258,231.46,6.72,2063.558939
1972,africa,384704457,50.75113992,227.37,6.72,2147.842911
1973,africa,395205153,51.42210885,223.13,6.72,2216.536943
1974,africa,406244955,51.88079553,218.59,6.72,2342.520124
1975,africa,417807875,52.26481923,213.84,6.72,2375.823041
1976,africa,429863709,52.63643156,209.11,6.71,2530.746733
1977,africa,442004201,53.0957341,204.43,6.69,2636.418914
1978,africa,454859254,53.49323996,199.82,6.67,2697.421879
1979,africa,468493899,54.00717574,195.34,6.65,2797.46827
1980,africa,482324341,54.36119853,191.08,6.62,2897.859445
1981,africa,496873389,54.61777546,186.99,6.58,2914.27348
1982,africa,512192018,54.97923615,183.14,6.54,2963.624115
1983,africa,527447027,54.97940051,179.62,6.49,2955.163001
1984,africa,542833142,55.14598055,176.5,6.42,3020.358074
1985,africa,558839359,55.73562417,173.78,6.35,3112.944524
1986,africa,575122450,56.12781051,171.49,6.27,3162.506477
1987,africa,591736137,56.35553085,169.6,6.2,3202.897996
1988,africa,608501920,56.69364687,167.99,6.13,3315.172488
1989,africa,625452544,56.78538266,166.63,6.04,3398.246838
1990,africa,642846702,56.83492591,165.43,5.95,3471.719977
1991,africa,660152081,56.93425885,164.31,5.88,3519.79486
1992,africa,677582735,56.93827918,163.15,5.8,3546.522445
1993,africa,695622470,56.87890805,162.01,5.72,3552.962943
1994,africa,713479556,56.39960591,161.38,5.65,3617.604054
1995,africa,731645853,56.72411881,159.08,5.58,3724.965304
1996,africa,750394194,56.55756566,156.36,5.51,3920.252913
1997,africa,769274269,56.48212501,153.93,5.45,4068.802242
1998,africa,788840949,56.47833902,151.03,5.4,4209.141927
1999,africa,808910172,56.54444305,147.1,5.36,4337.524301
2000,africa,829384936,56.70873636,142.96,5.32,4500.120152
2001,africa,850464025,57.03499284,138.3,5.28,4663.628335
2002,africa,872157364,57.26463173,133.33,5.24,4864.352551
2003,africa,894454443,57.54254986,128.21,5.21,5057.175765
2004,africa,917475349,57.98669497,123.05,5.19,5319.634094
2005,africa,941222316,58.57901323,118,5.17,5589.237601
2006,africa,965582398,59.18555649,113.11,5.14,5885.157423
2007,africa,990673925,59.87347778,108.32,5.11,6189.734238
2008,africa,1016652293,60.53329689,103.67,5.09,6457.401683
2009,africa,1043336918,61.12401379,99.26,5.04,6594.222124
2010,africa,1070749561,61.7429081,95.19,5,6883.435242
2011,africa,1098658391,62.30699894,91.42,4.94,6980.660042
2012,africa,1127332968,62.91429685,87.99,4.89,7232.904634
2013,africa,1157243215,63.45526067,84.89,4.83,7392.470678
2014,africa,1187647851,63.89441662,82.11,4.77,7568.227858
2015,africa,1218473176,64.35407398,79.59,4.71,7706.703633
2016,africa,1249584564,64.84121251,77.2,4.62,7769.992196
2017,africa,1281259856,65.33085397,74.99,4.55,7929.297273
2018,africa,1313751874,65.84448961,72.84,4.45,8097.059548
2019,africa,1346329353,66.29697863,70.78,4.37,8239.872566
2020,africa,1379120556,65.8292984,68.88,4.3,8009.767936
2021,africa,1412026537,65.27594447,67.11,4.23,8277.533091
2022,africa,1445132762,65.80366047,65.45,4.17,8518.478452
2023,africa,1478994608,66.635186,63.87,4.12,8673.803782
2024,africa,1513340011,67.37394525,62.36,4.06,8846.202763
2025,africa,1548042068,67.59073734,60.89,3.99,9085.498005
2026,africa,1583135464,67.79281195,59.45,3.93,9328.62777
2027,africa,1618388296,67.99079364,58.07,3.86,9626.449018
2028,africa,1653780072,68.18684359,56.73,3.8,9969.741307
2029,africa,1689406325,68.38271105,55.43,3.74,10369.42091
2030,africa,1725269651,68.57519868,54.17,3.68,10376.99346
2031,africa,1761374465,68.76278341,52.94,3.62,10679.6161
2032,africa,1797688032,68.94898958,51.75,3.56,10989.88661
2033,africa,1834152681,69.13458797,50.6,3.5,11307.64053
2034,africa,1870813945,69.31713474,49.48,3.45,11633.03332
2035,africa,1907688625,69.49802701,48.4,3.4,11966.10818
2036,africa,1944700962,69.67690482,47.35,3.34,12307.00307
2037,africa,1981788452,69.85228126,46.32,3.29,12655.97441
2038,africa,2018946943,70.02756125,45.33,3.24,13013.10926
2039,africa,2056182572,70.20132153,44.37,3.2,13378.42557
2040,africa,2093488564,70.37246977,43.44,3.15,13751.56411
2041,africa,2130824868,70.5448529,42.54,3.11,14132.17114
2042,africa,2168154407,70.71357061,41.66,3.07,14520.43332
2043,africa,2205483904,70.88132186,40.81,3.03,14916.78245
2044,africa,2242782749,71.04571844,39.99,2.99,15320.82686
2045,africa,2279970377,71.20990104,39.18,2.95,15731.92852
2046,africa,2317044619,71.37385488,38.41,2.92,16150.49383
2047,africa,2354056366,71.5376161,37.66,2.88,16577.23337
2048,africa,2390970487,71.6989148,36.94,2.85,17012.56063
2049,africa,2427714595,71.85699174,36.24,2.82,17456.60609
2050,africa,2464279500,72.01664654,35.56,2.79,17909.17115
2051,africa,2500736631,72.17067703,34.91,2.76,18370.38628
2052,africa,2537047896,72.32759669,34.27,2.73,18840.27315
2053,africa,2573101962,72.48342246,33.66,2.7,19318.98049
2054,africa,2608942720,72.6365127,33.06,2.67,19807.19664
2055,africa,2644597620,72.7898475,32.48,2.65,20304.7002
2056,africa,2680011833,72.94189889,31.92,2.62,20811.29613
2057,africa,2715120915,73.09428116,31.37,2.6,21327.25708
2058,africa,2749938676,73.24704134,30.84,2.58,21853.11165
2059,africa,2784579616,73.39432149,30.33,2.55,22387.95705
2060,africa,2818966159,73.54546702,29.83,2.53,22931.31737
2061,africa,2853038152,73.69431896,29.34,2.51,23485.0625
2062,africa,2886754629,73.84274345,28.87,2.49,24049.29136
2063,africa,2920046715,73.98961109,28.41,2.47,24623.17843
2064,africa,2953002185,74.13471603,27.96,2.45,25207.37353
2065,africa,2985607972,74.28258201,27.53,2.43,25801.48275
2066,africa,3017814137,74.42845419,27.1,2.41,26405.40116
2067,africa,3049644062,74.57215769,26.69,2.39,27019.47883
2068,africa,3081044552,74.71506623,26.3,2.38,27643.7905
2069,africa,3111998508,74.85756181,25.91,2.36,28278.29334
2070,africa,3142539432,74.99861748,25.54,2.34,28922.73462
2071,africa,3172662786,75.14250389,25.18,2.33,29578.11425
2072,africa,3202363699,75.28136189,24.82,2.31,30244.32614
2073,africa,3231568870,75.42488105,24.48,2.3,30920.43826
2074,africa,3260299686,75.56643403,24.14,2.28,31606.76521
2075,africa,3288562803,75.70581062,23.81,2.27,32304.2848
2076,africa,3316267815,75.84548523,23.49,2.26,33011.98149
2077,africa,3343482880,75.98344084,23.18,2.24,33729.64694
2078,africa,3370225568,76.12428273,22.87,2.23,34458.21864
2079,africa,3396356789,76.26307452,22.57,2.22,35196.83655
2080,africa,3421877677,76.40182391,22.28,2.2,35945.67144
2081,africa,3446817709,76.54243262,21.99,2.19,36705.16848
2082,africa,3471216408,76.6786235,21.71,2.18,37474.76062
2083,africa,3495108522,76.81977588,21.44,2.17,38253.65823
2084,africa,3518409097,76.95938151,21.17,2.16,39042.04287
2085,africa,3541155413,77.09889718,20.9,2.14,39840.84538
2086,africa,3563416836,77.23659483,20.65,2.14,40651.1041
2087,africa,3585043875,77.37239266,20.4,2.12,41472.92493
2088,africa,3605947918,77.50853076,20.16,2.12,42304.50658
2089,africa,3626282972,77.64659695,19.92,2.1,43146.42629
2090,africa,3646089071,77.78433239,19.69,2.09,43999.21883
2091,africa,3665235381,77.9215331,19.46,2.09,44861.6776
2092,africa,3683722058,78.0566497,19.24,2.08,45734.17181
2093,africa,3701616756,78.1942943,19.02,2.07,46616.60324
2094,africa,3718929692,78.33250926,18.8,2.06,47508.73399
2095,africa,3735648898,78.46969734,18.59,2.05,48411.22622
2096,africa,3751829414,78.60506512,18.38,2.04,49324.6467
2097,africa,3767448939,78.73951358,18.17,2.04,50248.55396
2098,africa,3782475092,78.87822601,17.97,2.03,51182.57527
2099,africa,3796918938,79.01552558,17.77,2.02,52126.49452
2100,africa,3810821906,79.15139955,17.78,2.01,53081.42662
1800,asia,672521875,29.56399625,454.23,5.72,1963.82301
1801,asia,674654640,29.56793108,454.16,5.72,1960.776316
1802,asia,676807276,29.44048883,454.09,5.72,1955.32311
1803,asia,678979750,29.1463657,454.02,5.72,1949.866551
1804,asia,681172043,29.00197707,453.95,5.72,1944.432504
1805,asia,683384131,29.58395525,453.88,5.72,1938.997795
1806,asia,685616004,29.58802978,453.81,5.72,1933.542795
1807,asia,687867662,29.59213066,453.74,5.72,1928.128151
1808,asia,690139105,29.59625741,453.66,5.72,1922.731445
1809,asia,692430338,29.60040961,453.59,5.72,1917.289163
1810,asia,695885565,29.60829639,453.46,5.72,1914.696114
1811,asia,699359091,29.61610835,453.33,5.72,1912.579971
1812,asia,703261039,28.86172546,453.19,5.72,1911.447896
1813,asia,707596715,29.63550332,453.04,5.72,1911.176162
1814,asia,712004322,29.64542717,452.9,5.72,1910.769644
1815,asia,716484424,29.65523768,452.75,5.72,1907.833473
1816,asia,721037578,29.66493455,452.62,5.72,1910.777746
1817,asia,725664364,29.67451755,452.48,5.72,1909.802035
1818,asia,730365363,29.68398655,452.34,5.72,1908.402414
1819,asia,734915860,29.6923647,452.22,5.72,1907.393965
1820,asia,739311353,29.69970179,452.11,5.72,1905.389563
1821,asia,743315487,29.70729139,451.99,5.72,1902.780864
1822,asia,747133043,29.71393279,451.89,5.72,1902.211602
1823,asia,751247920,29.71685332,451.83,5.72,1900.345163
1824,asia,755394564,29.71978338,451.78,5.72,1896.25146
1825,asia,759573214,29.72263549,451.72,5.72,1895.304287
1826,asia,763784128,29.72553999,451.68,5.72,1895.534358
1827,asia,768027555,29.72845235,451.62,5.72,1893.636212
1828,asia,772303742,29.73137259,451.57,5.72,1890.49654
1829,asia,776091585,29.73277697,451.54,5.72,1885.660421
1830,asia,779387312,29.73267912,451.53,5.72,1880.180218
1831,asia,782187118,29.73108657,451.54,5.72,1877.44311
1832,asia,784482248,29.04395432,451.58,5.72,1873.413128
1833,asia,786268780,28.75733298,451.63,5.72,1869.540451
1834,asia,788064147,29.71882961,451.69,5.72,1865.615769
1835,asia,789868419,29.71424858,451.74,5.72,1859.061708
1836,asia,791681656,29.70967021,451.81,5.72,1852.76251
1837,asia,793503933,29.38271114,451.86,5.72,1849.569775
1838,asia,795335325,29.26467046,451.92,5.72,1843.949506
1839,asia,797116077,29.69618446,451.97,5.72,1837.642562
1840,asia,798846226,29.69128624,452.03,5.72,1834.890916
1841,asia,800529347,29.6862274,452.08,5.72,1829.620905
1842,asia,802165566,29.68100828,452.14,5.72,1825.159957
1843,asia,803755009,29.67562907,452.2,5.72,1820.314234
1844,asia,805357640,29.67025594,452.26,5.73,1814.805128
1845,asia,806973629,29.66488932,452.33,5.73,1807.983982
1846,asia,808603161,29.65952945,452.39,5.73,1802.614721
1847,asia,810246405,29.65417678,452.45,5.73,1797.707643
1848,asia,811903556,29.64883168,452.51,5.73,1794.838264
1849,asia,812872119,29.64170654,452.59,5.73,1787.212678
1850,asia,813160244,29.63281615,452.71,5.73,1778.583489
1851,asia,812412640,29.17998845,459.11,5.74,1777.04371
1852,asia,810999539,28.72847032,465.61,5.74,1769.094015
1853,asia,808929638,28.27966764,472.17,5.74,1762.739959
1854,asia,806913691,27.83503979,478.8,5.74,1751.381759
1855,asia,804952061,27.39466285,485.5,5.74,1744.39837
1856,asia,803045135,26.9586133,492.27,5.75,1740.872517
1857,asia,801193348,27.36779623,488.11,5.75,1729.499391
1858,asia,799397177,27.77866176,483.39,5.75,1722.540867
1859,asia,797947449,28.18160533,479.45,5.75,1718.035752
1860,asia,796839969,27.81660089,475.63,5.75,1711.047731
1861,asia,796079522,27.89395344,471.84,5.75,1704.77838
1862,asia,795660708,29.38069728,467.55,5.76,1695.1661
1863,asia,795574530,29.77550409,463.98,5.76,1689.86368
1864,asia,795522510,30.08661509,460.6,5.75,1684.888011
1865,asia,795497321,30.12137333,460.2,5.75,1680.045717
1866,asia,795497591,28.85937567,459.22,5.74,1676.277726
1867,asia,795530256,30.29970947,458.83,5.73,1674.338755
1868,asia,795593421,30.36451999,457.89,5.73,1668.151981
1869,asia,796105516,29.13500126,457.45,5.72,1663.310329
