volcano_id,start_date,end_date
261230,07-2023,08-2023
261230,11-2017,11-2017
261230,07-1939,07-1939
261230,12-1939,02-1940
261230,06-1900,06-1900
261230,07-1895,09-1895
261230,11-1936,11-1936
261230,10-1900,10-1900
261230,02-1908,02-1908
261230,05-2022,05-2022
261230,02-1964,02-1964
261230,01-1934,04-1934
261230,02-1974,10-1974
261270,07-1933,08-1933
261270,05-2024,05-2024
262000,05-2000,10-2000
262000,10-2010,09-2012
262000,10-1936,11-1936
262000,03-1975,10-1975
262000,03-1997,05-1997
262000,07-1978,11-1978
262000,01-1941,02-1941
262000,07-1950,07-1950
262000,10-2007,08-2008
262000,02-1999,08-1999
262000,10-2013,10-2013
262000,07-1996,10-1996
262000,08-1937,11-1937
262000,05-1883,10-1883
262000,07-1938,07-1940
262000,07-2001,09-2001
262000,03-2009,09-2009
262000,09-1931,02-1932
262000,02-1988,04-1988
262000,07-1979,11-1979
262000,09-1953,11-1953
262000,03-1980,12-1980
262000,04-1981,10-1981
262000,12-1946,08-1947
262000,12-1959,07-1963
262000,02-2017,02-2017
262000,03-1953,05-1953
262000,06-2018,04-2020
262000,05-2021,12-2023
262000,03-2013,03-2013
262000,12-1927,08-1930
262000,03-2014,03-2014
262000,01-1942,01-1942
262000,03-1994,06-1995
262000,01-1935,07-1935
262000,11-1992,10-1993
262000,10-1958,06-1959
262000,06-1972,07-1973
262000,11-1932,06-1934
262000,10-1952,10-1952
262000,07-1946,07-1946
263040,10-1936,10-1936
263050,01-1902,01-1903
263060,04-1956,04-1956
263060,01-1845,03-1845
263060,11-1948,02-1949
263060,03-1957,03-1957
263060,10-1847,10-1847
263060,09-1947,01-1948
263060,06-1886,08-1886
263060,08-1870,10-1870
263060,11-1840,12-1840
263060,05-1899,05-1899
263060,05-1909,05-1909
263060,10-1887,10-1887
263060,03-1853,03-1853
263060,08-1832,08-1832
263060,05-1852,05-1852
263090,02-1965,03-1965
263090,04-1829,04-1829
263090,01-1957,01-1957
263090,07-1952,07-1952
263090,02-2013,03-2013
263090,07-1967,07-1967
263090,10-1826,10-1826
263090,10-1965,10-1965
263090,07-1969,10-1969
263090,03-1926,07-1926
263090,05-1896,05-1896
263090,04-1910,05-1910
263090,07-2019,09-2019
263090,07-1961,08-1961
263090,10-2013,10-2013
263090,05-1929,05-1929
263100,03-1923,03-1925
263100,11-2002,12-2002
263100,08-1942,08-1942
263130,11-1843,11-1843
263130,05-1828,07-1828
263130,04-1803,04-1803
263130,06-1825,06-1825
263130,10-1847,10-1847
263130,01-1843,01-1843
263130,12-1834,01-1835
263130,10-1818,10-1818
263130,11-1841,11-1841
263130,08-1832,08-1832
263130,05-1840,05-1840
263130,09-1807,09-1807
263140,10-1894,12-1894
263140,01-1984,01-1984
263140,07-1918,07-1918
263140,04-1982,01-1983
263140,10-1822,12-1822
263170,06-1937,01-1938
263170,03-1951,03-1951
263180,11-1955,12-1955
263180,09-1958,11-1958
263180,11-1926,11-1926
263180,02-1927,02-1927
263180,04-1958,05-1958
263180,03-2014,09-2014
263180,07-1988,07-1988
263180,03-1928,05-1928
263180,05-1875,06-1875
263180,06-1929,06-1929
263180,11-1875,12-1875
263180,04-1930,04-1930
263180,08-1953,10-1953
263180,12-1960,01-1961
263180,09-1835,09-1835
263180,07-1932,09-1932
263180,05-1933,05-1933
263180,04-2009,06-2009
263180,06-1951,01-1952
263180,11-1948,12-1948
263180,05-1944,10-1944
263180,10-1943,01-1944
263180,03-1940,04-1940
263180,12-1939,12-1939
263180,07-1904,08-1904
263180,06-1923,06-1923
263180,02-1957,02-1957
263180,03-1860,04-1860
263180,05-1999,09-1999
263180,03-1885,03-1885
263180,08-1890,08-1890
263180,06-1969,08-1969
263180,05-1967,07-1967
263180,03-1939,07-1939
263200,04-2021,04-2021
263200,12-1964,12-1964
263200,01-2009,01-2009
263200,02-1979,02-1979
263200,03-1953,03-1953
263200,12-1954,12-1954
263200,07-2003,07-2003
263200,01-1993,01-1993
263200,04-2017,07-2017
263200,04-2018,04-2018
263200,06-1956,06-1956
263200,09-2009,09-2009
263200,10-1826,10-1826
263200,10-1939,10-1939
263200,08-1986,08-1986
263200,12-1883,03-1884
263200,12-1996,12-1996
263210,05-1902,05-1902
263210,10-1971,11-1971
263210,04-1882,04-1882
263210,10-1903,10-1903
263210,11-1887,11-1887
263210,09-1906,12-1906
263250,10-1865,08-1871
263250,02-1885,01-1887
263250,02-1902,02-1902
263250,01-1906,02-1907
263250,05-1942,05-1945
263250,09-1948,12-1948
263250,03-2011,09-2011
263250,04-1961,11-1961
263250,08-1888,12-1888
263250,12-1939,09-1940
263250,10-2010,11-2010
263250,01-1967,07-1970
263250,08-1891,01-1892
263250,12-1902,06-1904
263250,05-2018,06-2020
263250,09-1849,09-1849
263250,10-1986,08-1990
263250,04-1849,04-1849
263250,01-1812,01-1822
263250,01-1905,06-1905
263250,10-1972,03-1985
263250,01-1894,02-1894
263250,03-2006,08-2007
263250,09-1846,10-1847
263250,12-2020,12-2024
263250,05-1862,01-1864
263250,03-1953,12-1958
263250,01-1883,11-1884
263250,12-1822,04-1823
263250,11-1872,01-1873
263250,01-1992,10-2002
263250,11-1930,09-1931
263250,12-1828,12-1828
263250,11-2013,11-2013
263250,07-2013,07-2013
263250,09-1924,09-1924
263250,02-1922,08-1922
263250,10-1933,04-1935
263250,03-1915,05-1915
263250,08-1837,06-1838
263250,01-1878,06-1879
263250,02-1909,05-1913
263250,04-1872,04-1872
263250,12-1832,01-1836
263250,03-2014,04-2014
263250,07-1920,02-1921
263260,11-1885,11-1885
263280,02-1990,03-1990
263280,05-1919,05-1919
263280,08-1951,08-1951
263280,01-1864,01-1864
263280,12-1967,12-1967
263280,02-2014,02-2014
263280,02-1967,02-1967
263280,10-2007,04-2008
263280,04-1966,04-1966
263280,12-1920,12-1920
263280,05-1848,05-1848
263280,05-1901,05-1901
263280,10-1826,10-1826
263300,01-1907,01-1907
263300,11-1911,12-1911
263300,12-1893,02-1894
263300,11-1910,02-1911
263300,08-1836,08-1836
263300,10-2013,10-2013
263300,06-2017,12-2024
263300,01-1908,12-1908
263300,09-1909,03-1910
263300,01-1889,05-1891
263300,04-2014,01-2017
263300,05-1895,10-1895
263300,08-1857,09-1857
263300,09-1941,02-1942
263300,05-2011,07-2012
263300,01-1886,08-1886
263300,05-1896,06-1896
263300,08-1887,10-1887
263300,01-1897,01-1897
263300,01-1904,01-1904
263300,01-1842,03-1842
263300,04-1860,06-1860
263300,03-1903,06-1903
263300,12-1830,12-1830
263300,01-1901,01-1901
263300,10-1872,10-1872
263300,03-1900,04-1900
263300,01-1899,03-1899
263300,09-1844,09-1844
263300,02-1887,03-1887
263300,10-1946,06-1947
263300,03-1892,04-1892
263300,01-2010,11-2010
263300,07-1950,12-1964
263300,04-1867,05-1867
263300,01-1845,07-1845
263300,06-1913,06-1913
263300,07-1838,10-1838
263300,02-1946,05-1946
263300,01-1893,05-1893
263300,06-1945,06-1945
263300,02-1888,10-1888
263300,12-1884,09-1885
263300,08-1967,03-2009
263310,12-1983,12-1983
263310,12-1867,01-1868
263310,12-1865,12-1865
263310,12-1830,12-1830
263310,12-2020,12-2020
263310,11-1886,01-1887
263310,01-1859,03-1859
263310,02-1922,06-1922
263310,11-2000,01-2001
263310,10-1885,01-1886
263310,05-1890,09-1890
263310,11-2015,11-2016
263310,04-1815,04-1815
263310,06-1980,09-1980
263310,11-1829,11-1829
263310,04-1865,05-1865
263310,01-1893,03-1893
263310,11-1915,06-1916
263310,05-1984,05-1984
263310,03-1995,05-1995
263310,01-1972,03-1972
263310,12-1822,01-1823
263310,06-2004,06-2004
263310,06-1921,10-1921
263310,06-1860,06-1860
263310,01-1909,01-1909
263310,04-1886,04-1886
263310,12-1955,12-1955
263310,02-2019,07-2019
263310,12-2023,12-2023
263310,09-1995,12-1995
263310,02-1948,04-1948
263310,09-1906,05-1907
263310,05-1930,07-1930
263310,11-1825,11-1825
263310,11-2010,06-2011
263310,08-1929,09-1929
263310,03-1928,07-1928
263310,01-1910,01-1910
263310,12-1907,02-1908
263310,06-1956,07-1956
263310,01-1842,06-1842
263310,06-1939,07-1939
263310,05-1950,08-1950
263310,04-1940,07-1940
263320,09-1888,10-1888
263320,01-1884,06-1884
263320,07-1838,07-1838
263320,06-1864,07-1864
263320,03-1890,05-1890
263320,05-1874,08-1874
263320,09-1891,10-1891
263320,03-1847,06-1847
263320,04-1877,05-1877
263320,02-1859,03-1859
263320,07-1841,08-1842
263320,09-1889,11-1889
263320,03-1870,03-1870
263320,08-1872,09-1872
263320,09-1896,09-1896
263320,07-1887,07-1887
263320,11-1887,02-1888
263320,09-1890,01-1891
263320,02-1898,02-1898
263320,04-1869,05-1869
263320,06-1849,09-1849
263320,01-1824,01-1824
263320,03-1856,06-1856
263320,08-1870,02-1871
263320,12-1821,01-1822
263320,03-1885,10-1886
263320,04-1883,05-1883
263320,08-1843,09-1844
263320,01-1829,02-1829
263320,02-1830,03-1830
263340,08-1936,12-1936
263340,06-1977,06-1977
263340,07-1890,09-1890
263340,06-1976,11-1976
263340,06-2002,08-2002
263340,03-1995,03-1995
263340,06-1885,06-1885
263340,11-1916,12-1916
263340,07-2000,07-2000
263340,07-1864,12-1864
263340,08-1985,02-1986
263340,10-2012,01-2013
263340,06-1944,04-1945
263340,03-1943,06-1943
263340,10-1937,11-1937
263340,08-1938,01-1939
263340,12-2024,12-2024
263340,07-1982,07-1982
263340,09-1991,11-1991
263340,01-1978,12-1979
263340,07-2020,10-2020
263340,01-2021,04-2021
263340,01-1990,12-1990
263340,11-2014,08-2015
263340,02-1902,02-1902
263340,07-2007,08-2007
263340,05-1913,12-1913
263340,05-1987,07-1989
263340,01-1812,01-1814
263340,08-1927,03-1928
263340,11-1903,01-1904
263340,01-1817,02-1817
263340,02-1921,04-1921
263340,06-2008,06-2008
263340,01-1955,01-1955
263340,09-1971,09-1971
263340,07-1994,07-1994
263340,02-1956,03-1956
263340,01-1953,04-1953
263340,03-1975,05-1975
263340,11-1933,12-1933
263340,05-1973,10-1973
263340,06-1974,07-1974
263340,05-2022,09-2022
263340,06-2013,07-2013
263350,06-1999,06-1999
263350,02-1994,02-1994
263350,04-1952,04-1952
263350,01-1817,02-1817
263350,02-1917,03-1917
263350,11-1936,11-1936
263350,07-1993,08-1993
264010,08-1994,08-1994
264010,09-1963,05-1964
264010,01-1925,01-1925
264010,01-1972,03-1972
264010,08-1965,12-1965
264010,08-1926,09-1926
264010,03-1924,03-1924
264010,03-1971,08-1971
264010,01-1921,04-1921
264010,01-1970,01-1970
264010,03-1999,06-2000
264010,03-1974,04-1974
264010,01-1968,02-1968
264010,05-1888,05-1888
264020,02-1963,01-1964
264020,11-2017,06-2019
264030,12-1944,01-1945
264030,08-2016,09-2016
264030,01-1949,07-1950
264030,06-1901,06-1901
264030,03-1966,08-1966
264030,11-1909,12-1909
264030,11-1900,12-1900
264030,09-1846,09-1846
264030,10-2004,10-2004
264030,05-2009,05-2010
264030,10-2015,12-2015
264030,08-1884,08-1884
264030,06-1994,11-1994
264040,01-1812,07-1815
264050,03-1953,05-1953
264050,09-1860,10-1860
264050,05-2014,11-2015
264050,01-1964,12-1965
264050,02-2022,02-2022
264050,02-2017,06-2020
264050,02-1966,11-1966
264050,07-1985,02-1988
264050,07-1997,07-1999
264050,02-1911,03-1911
264071,12-1987,04-1989
264090,01-2001,03-2001
264090,11-1905,11-1905
264100,05-1938,06-1938
264110,01-1969,01-1969
264110,09-1953,09-1953
264140,05-1938,06-1938
264140,06-1968,07-1968
264150,05-1984,05-1984
264150,02-1985,02-1985
264150,12-1963,03-1966
264150,11-1980,09-1981
264150,10-1972,01-1973
264150,10-2012,10-2013
264150,08-1928,09-1928
264150,10-1973,10-1973
264160,04-2008,04-2008
264160,01-2004,02-2004
264160,07-2004,09-2004
264160,02-2005,02-2005
264180,05-1932,12-1933
264180,12-2023,12-2024
264180,05-1991,12-1992
264180,01-1990,06-1990
264180,09-1907,10-1907
264180,12-1939,04-1940
264180,07-1869,07-1869
264180,05-2003,09-2003
264180,01-1921,12-1921
264180,05-1861,05-1861
264180,03-1999,07-1999
264180,12-1935,12-1935
264180,11-1968,02-1969
264180,10-2002,10-2002
264180,01-1909,05-1910
264200,06-2003,07-2003
264220,05-1986,11-1986
264220,03-1950,08-1950
264220,05-1983,04-1984
264220,05-1991,06-1991
264220,06-1993,07-1993
264220,04-1973,04-1974
264220,11-1991,11-1991
264220,08-1944,10-1944
264220,11-1982,11-1982
264220,09-1885,10-1885
264220,10-1987,10-1987
264230,10-1852,10-1852
264230,01-2012,01-2012
264230,11-2020,08-2024
264250,11-2021,11-2021
264250,08-2013,08-2013
264250,09-1993,09-1993
264250,12-1973,08-1974
264250,09-1950,10-1950
264250,11-1951,11-1951
264250,04-1948,11-1948
264250,04-1949,04-1949
264250,08-1983,08-1983
264250,05-1999,09-1999
264260,01-2007,11-2015
264260,01-1847,08-1852
264270,11-1965,11-1965
264270,05-2012,05-2012
264270,02-1964,10-1964
264270,06-1934,07-1934
264270,07-2021,07-2021
264270,05-1965,05-1965
264270,04-1947,05-1947
264270,07-2015,07-2015
265040,06-1892,06-1892
265060,03-1964,03-1964
265060,05-1968,06-1968
265070,08-1844,09-1844
265090,05-1988,05-1988
265090,06-1820,08-1820
265090,04-1824,06-1824
265090,01-1825,01-1831
265090,11-1890,11-1890
265090,10-1816,12-1816
266010,05-1898,01-1900
266010,07-1983,12-1983
266030,10-2004,12-2004
266030,11-1911,04-1912
266030,07-2011,08-2011
266030,05-2000,09-2003
266030,04-1915,06-1915
266030,01-1973,05-1973
266030,10-2018,12-2018
266030,04-1913,07-1913
266030,04-1989,04-1989
266030,01-2015,03-2015
266030,08-2012,09-2012
266030,05-1966,11-1967
266030,04-2005,07-2005
266030,01-2016,02-2016
266030,12-2005,01-2006
266030,07-1968,08-1968
266030,06-1908,06-1909
266030,06-2007,11-2007
266030,06-2008,11-2008
266030,05-1971,05-1971
266030,08-1947,08-1947
266030,02-1970,05-1970
266030,06-1907,06-1907
266030,03-2020,04-2020
266030,05-1991,09-1996
266030,06-1906,09-1906
266030,12-2006,12-2006
266030,11-1923,01-1924
266030,05-1985,05-1985
266030,05-1984,08-1984
266030,08-1982,11-1982
266100,03-1893,08-1894
266100,02-1958,12-1959
266100,12-2002,04-2003
266100,04-1988,05-1988
266100,04-1962,11-1962
266100,02-2002,05-2002
266100,08-2015,09-2015
266100,12-1963,04-1964
266100,09-1973,12-1974
266100,05-2015,05-2015
266100,07-1965,07-1965
266100,06-2011,05-2012
266100,02-2011,02-2011
266100,07-1951,03-1953
266100,11-1969,12-1970
266100,05-1961,12-1961
266100,11-1975,07-1980
266100,05-1971,10-1971
266100,05-2000,08-2001
266100,09-2003,09-2003
266100,09-2012,09-2013
266100,03-1986,05-1987
266100,05-1991,01-1992
266100,09-1966,09-1966
266110,07-1958,07-1958
266130,01-1843,01-1846
267010,04-1836,04-1836
267010,05-1914,02-1915
267010,09-2002,09-2002
267010,08-1870,08-1870
267010,01-1949,01-1949
267010,04-2024,05-2024
267010,03-1871,03-1871
267010,04-1904,05-1905
267020,08-1883,08-1883
267020,10-1996,06-1997
267020,10-1941,10-1941
267020,02-2023,09-2023
267020,10-2021,01-2022
267020,12-1947,12-1947
267020,05-1887,05-1887
267020,10-1961,10-1961
267020,02-1947,02-1947
267020,05-2012,09-2013
267020,01-1962,12-1963
267020,11-1995,12-1995
267020,02-2014,02-2014
267020,03-2011,08-2011
267020,11-1970,03-1971
267020,04-2004,08-2005
267020,02-2018,02-2018
267020,11-2018,01-2021
267020,09-1976,09-1977
267020,07-2006,10-2007
267020,02-1952,06-1952
267020,08-2010,12-2010
267020,06-1940,08-1940
267020,04-1965,06-1967
267020,07-1989,07-1989
267020,03-1940,03-1940
267020,03-1921,06-1921
267020,02-1978,12-1978
267020,02-1930,02-1930
267020,11-2008,03-2010
267020,05-1905,05-1905
267020,05-1979,05-1979
267020,03-1980,09-1980
267020,05-1983,12-1988
267020,07-2018,07-2018
267020,11-1967,12-1967
267020,03-1999,10-2003
267020,01-1972,04-1976
267020,04-1886,06-1886
267020,05-1922,12-1922
267020,07-1991,12-1993
267020,06-2014,03-2016
267020,02-1961,04-1961
267030,09-1889,09-1889
267030,04-1904,04-1904
267030,04-1835,04-1835
267030,07-1895,12-1895
267030,07-1918,12-1919
267040,08-1812,08-1812
267040,03-1913,03-1913
267040,06-1892,06-1892
267040,02-1921,10-1921
267040,08-1875,08-1875
267040,06-1922,09-1922
267040,12-1930,12-1931
267040,08-1966,10-1966
267040,03-1856,03-1856
267040,06-2004,08-2004
267040,08-1883,08-1883
268010,08-1933,12-2024
268030,05-2004,02-2005
268030,12-1998,09-1999
268030,04-2008,12-2024
268030,08-1911,09-1911
268030,05-2001,10-2001
268040,10-1917,10-1917
268040,03-1981,07-1981
268040,07-2007,07-2007
268040,04-1987,04-1987
268040,07-1952,09-1952
268060,09-2012,09-2012
268060,08-2016,08-2016
268060,09-1897,09-1897
268060,02-1811,05-1811
268060,11-1868,02-1869
268060,01-1864,02-1864
268060,05-1898,05-1898
268060,05-1846,05-1846
268060,12-2011,12-2011
268060,08-1918,09-1918
268060,08-1871,09-1871
268060,10-1842,12-1842
268060,12-2014,12-2014
268060,01-1839,03-1839
268060,04-1923,05-1923
268060,08-1983,08-1983
268060,12-1864,01-1865
268060,11-1932,11-1932
268060,11-1907,11-1907
268060,11-1814,11-1814
268060,02-1840,09-1840
268060,01-1994,10-1994
268060,04-1990,04-1990
268060,02-1838,05-1838
268060,07-2003,10-2003
268060,05-1831,06-1831
268060,12-1895,12-1895
268060,03-1868,03-1868
268060,09-1980,09-1980
268060,02-1847,02-1847
268060,04-1843,05-1843
268060,12-1962,01-1963
268060,05-1884,05-1884
268060,09-1911,09-1911
268060,09-1812,09-1812
268060,10-2018,10-2018
268060,11-1849,11-1850
268060,09-1938,09-1938
268060,02-1988,03-1988
268060,07-2015,09-2015
268060,07-1862,10-1862
268060,09-1847,09-1847
268060,05-1993,05-1993
268070,07-1988,08-1988
268070,12-1861,10-1862
268070,10-1864,10-1864
268070,06-1890,06-1890
268070,08-1863,08-1863
271060,01-1840,04-1840
271060,01-1873,04-1873
271080,09-1948,07-1953
271080,04-1871,01-1875
272020,11-2015,06-2016
272020,03-1987,07-1987
272020,01-2005,05-2005
272020,06-1992,06-1992
272020,12-1932,01-1933
272020,06-1970,08-1970
272020,03-1985,03-1985
272020,06-2006,07-2006
272020,02-1991,02-1991
272020,10-1985,12-1985
272020,11-1905,01-1906
272020,06-2024,06-2024
272020,10-1969,10-1969
272020,06-1988,07-1988
272020,01-1992,01-1992
272020,06-1986,08-1986
272020,05-1894,06-1894
272020,12-2017,12-2017
272020,06-1978,09-1978
272020,03-2003,07-2003
272020,08-1996,08-1996
272020,10-1989,12-1989
272020,10-2024,12-2024
272020,08-1993,09-1993
272020,11-2002,11-2002
273010,02-2016,02-2016
273010,07-1978,08-1978
273010,06-2022,06-2022
273010,03-2006,06-2006
273010,06-2016,12-2016
273010,05-2015,07-2015
273010,06-2017,06-2017
273010,04-1981,04-1981
273010,11-2010,05-2011
273010,11-1994,01-1995
273010,02-1988,03-1988
273010,12-1979,09-1980
273010,10-1918,05-1922
273010,01-1916,01-1916
273010,10-2006,10-2007
273010,06-1983,06-1983
273030,07-1895,11-1895
273030,12-1871,01-1872
273030,01-1834,05-1835
273030,08-2008,08-2008
273030,01-1947,02-1947
273030,01-1928,08-1928
273030,04-2023,02-2024
273030,08-2014,10-2014
273030,07-1853,08-1853
273030,05-1897,07-1897
273030,05-1851,06-1851
273030,01-1845,01-1845
273030,02-1814,02-1814
273030,03-1900,03-1900
273030,06-1827,02-1828
273030,09-2009,01-2010
273030,06-2022,10-2022
273030,05-2024,07-2024
273030,05-1846,05-1846
273030,02-1993,04-1993
273030,04-1968,05-1968
273030,08-1896,09-1896
273030,11-1876,11-1876
273030,07-1881,08-1882
273030,01-1858,12-1858
273030,02-2006,02-2006
273030,06-2004,09-2004
273030,07-2006,10-2006
273030,05-2013,05-2013
273030,03-1978,09-1978
273030,07-1886,03-1887
273030,07-2000,08-2000
273030,10-1891,02-1892
273030,01-2018,10-2019
273030,06-1873,07-1873
273030,11-1885,12-1885
273030,01-2001,08-2001
273030,09-1984,10-1984
273030,10-2002,10-2002
273030,09-1872,09-1872
273030,06-1999,03-2000
273030,03-2003,05-2003
273030,10-1893,10-1893
273030,09-1890,09-1890
273030,10-1800,10-1800
273070,10-1969,12-1969
273070,04-2024,12-2024
273070,11-2021,04-2022
273070,10-1977,11-1977
273070,01-1968,04-1968
273070,09-1965,09-1965
273070,09-1976,10-1976
273070,01-2020,01-2020
273070,01-1911,02-1911
273070,02-1808,04-1808
273070,07-1966,08-1966
273070,11-1970,11-1970
273070,04-1904,07-1904
273070,07-2021,07-2021
273070,10-2022,10-2022
273070,08-1967,08-1967
273070,11-1878,11-1878
273083,02-1993,07-1993
273083,04-1991,09-1991
273083,11-2021,11-2021
273083,07-1992,10-1992
274020,09-1856,10-1860
274020,03-1952,07-1953
274020,03-1969,06-1969
274020,01-1978,01-1978
274030,05-1918,05-1918
275001,06-1933,07-1933
275060,03-1923,05-1923
281031,10-1853,11-1853
282020,02-1868,04-1868
282020,03-1855,05-1855
282020,06-1959,07-1959
282020,12-1829,12-1829
282020,07-1968,07-1968
282020,03-1903,08-1903
282030,02-2000,02-2000
282030,01-1988,12-1989
282030,01-1813,01-1814
282030,01-1885,05-1885
282030,10-1889,10-1889
282030,03-1938,03-1938
282030,11-1956,05-1984
282030,01-1999,02-1999
282030,10-2004,12-2024
282030,12-1996,04-1997
282030,12-1921,01-1922
282030,06-1999,06-1999
282030,10-1984,10-1984
282030,04-1990,07-1996
282030,10-1949,07-1954
282030,09-1985,06-1987
282030,12-2000,07-2004
282050,09-1980,09-1980
282050,04-1976,04-1976
282050,05-1841,08-1841
282050,06-1974,06-1974
282050,09-1972,09-1972
282050,11-1966,11-1966
282050,10-2018,02-2019
282050,05-2015,06-2015
282050,11-1945,11-1945
282050,12-1933,01-1934
282050,08-2020,08-2020
282050,01-2020,05-2020
282050,11-1973,11-1973
282050,04-1931,06-1931
282050,12-1968,03-1969
282050,08-2014,08-2014
282060,10-2000,12-2001
282060,06-2013,06-2013
282060,11-2019,11-2019
282060,02-2003,10-2003
282060,04-1998,08-1999
282060,09-1934,08-1935
282060,04-2020,04-2020
282060,01-2000,03-2000
282060,01-1988,01-1988
282060,09-2024,10-2024
282060,10-2020,10-2020
282060,03-2004,10-2004
282060,05-2002,07-2002
282080,01-1914,05-1915
282080,10-1939,11-1939
282080,04-1940,07-1940
282080,09-1935,09-1935
282080,03-2017,12-2024
282080,07-1948,07-1948
282080,02-1938,03-1938
282080,07-1942,07-1942
282080,10-1955,08-2016
282080,04-1941,08-1941
282080,06-1950,09-1950
282080,01-1946,11-1946
282090,11-1913,01-1914
282090,08-1903,11-1903
282090,07-1899,02-1900
282090,08-2008,08-2008
282090,02-1894,02-1894
282090,02-1898,03-1898
282090,12-1898,12-1898
282090,02-1959,02-1959
282090,03-2010,07-2010
282090,07-1895,06-1896
282090,10-2017,10-2017
282090,01-2011,09-2011
282090,07-1923,07-1923
282090,12-1889,12-1889
282090,08-1971,08-1971
282090,11-1891,11-1891
282090,03-2018,06-2018
282090,02-1888,05-1888
282090,05-1897,09-1897
282090,12-1991,04-1992
282100,11-1990,02-1995
282100,02-1996,05-1996
282110,02-2008,02-2008
282110,09-1960,11-1962
282110,05-2011,06-2011
282110,05-1954,05-1954
282110,06-1932,09-1933
282110,05-1964,05-1964
282110,04-1919,05-1919
282110,01-1960,04-1960
282110,10-1964,12-1966
282110,10-1826,11-1826
282110,04-1992,06-1993
282110,03-1884,06-1884
282110,10-1975,01-1976
282110,07-1959,10-1959
282110,04-1946,06-1946
282110,04-1989,02-1991
282110,04-1957,04-1957
282110,09-1945,09-1945
282110,04-1963,07-1963
282110,04-1984,06-1985
282110,02-1815,10-1815
282110,07-1955,07-1955
