volcano_id,start_date,end_date
282110,01-2014,02-2014
282110,12-1946,12-1946
282110,11-1963,01-1964
282110,09-1926,01-1928
282110,12-1956,12-1956
282110,06-1981,06-1981
282110,01-1956,01-1956
282110,12-1943,02-1944
282110,04-1977,08-1978
282110,06-1943,06-1943
282110,02-1830,03-1830
282110,12-1872,06-1873
282110,09-1980,09-1980
282110,04-1940,08-1941
282110,01-1908,01-1908
282110,11-1950,01-1951
282110,04-2019,06-2020
282110,05-1937,05-1937
282110,04-1970,09-1972
282110,04-2005,08-2005
282110,04-1948,12-1948
282110,05-1967,12-1969
282110,01-1935,10-1935
282110,05-1947,09-1947
282110,10-1957,12-1958
282110,04-1953,07-1953
282110,10-2016,11-2016
282110,01-1973,06-1975
282110,01-2004,01-2004
282110,01-1923,09-1923
282110,03-1894,08-1894
282110,01-1938,08-1939
282110,07-1983,10-1983
282110,08-1830,08-1832
282110,10-2021,10-2021
282110,08-2014,05-2016
282110,02-1936,02-1936
282110,05-1994,11-1995
282110,05-1951,08-1951
282110,05-1988,01-1989
282110,08-1898,04-1899
282110,08-1936,08-1936
282110,03-1856,06-1856
282110,06-1806,10-1806
282110,06-1979,03-1980
282110,11-1827,01-1828
282110,09-1930,09-1930
282110,06-1816,07-1816
282110,12-1949,04-1950
282110,07-2003,07-2003
282110,01-1937,01-1937
282110,09-1928,10-1929
282110,12-1953,12-1953
282110,01-1911,01-1912
282120,10-1995,03-1996
283010,07-1989,07-1989
283020,06-2015,07-2015
283040,10-1979,04-1980
283040,09-2014,10-2014
283040,05-1991,05-1991
283070,02-1915,02-1915
283070,03-1931,06-1931
283070,05-1911,08-1911
283070,06-1915,07-1915
283070,09-1913,01-1914
283070,03-1922,03-1922
283070,12-1907,06-1909
283070,06-1939,06-1939
283070,11-1910,11-1910
283070,11-1919,11-1919
283070,02-1995,02-1995
283070,09-1935,11-1935
283070,01-1927,04-1927
283070,06-1962,06-1963
283070,03-1916,04-1916
283070,04-1929,04-1929
283070,12-1927,12-1927
283070,02-1932,02-1932
283070,02-1912,09-1912
283070,03-1930,05-1930
283070,06-1923,08-1923
283070,11-1924,01-1926
283090,11-1852,05-1853
283090,04-1983,04-1983
283090,07-1974,07-1974
283090,03-1962,03-1962
283090,04-1989,04-1989
283090,02-1949,09-1949
283090,07-1963,09-1963
283090,10-1997,12-1997
283110,03-1931,09-1932
283110,06-2015,06-2015
283110,05-1916,10-1916
283110,08-1902,08-1902
283110,06-1934,06-1934
283110,03-1949,10-1949
283110,09-1950,06-1951
283110,05-1917,07-1917
283110,02-1908,02-1908
283110,01-1929,04-1929
283110,03-1919,08-1919
283110,01-1934,02-1934
283110,10-1891,11-1891
283110,11-1934,07-1937
283110,02-1902,02-1902
283110,08-1907,08-1907
283110,01-1933,08-1933
283110,12-1953,08-1955
283110,08-1961,11-1961
283110,11-1803,11-1803
283110,03-1938,12-1942
283110,01-1907,03-1907
283110,02-1973,05-1973
283110,10-1982,10-1982
283110,06-1947,08-1947
283110,01-1944,11-1945
283110,07-1899,08-1899
283110,02-2003,04-2003
283110,04-1982,04-1982
283110,05-1965,05-1965
283110,08-2019,08-2019
283110,08-2008,08-2008
283110,08-1904,08-1904
283110,09-1879,09-1879
283110,07-1990,07-1990
283110,08-1908,09-1908
283110,10-1958,08-1959
283110,01-1900,10-1901
283110,09-2004,12-2004
283110,04-1906,04-1906
283110,11-1914,12-1914
283110,04-1983,04-1983
283110,09-1924,09-1924
283110,03-1927,07-1928
283110,05-1869,10-1869
283110,01-1909,06-1914
283110,04-1894,06-1894
283110,04-1930,10-1930
283110,06-1952,06-1952
283110,01-2009,05-2009
283110,05-1915,08-1915
283110,10-1946,10-1946
283110,12-1920,04-1922
283110,09-1929,11-1929
283120,10-1932,11-1932
283120,03-1976,03-1976
283120,12-1927,12-1927
283120,01-1941,01-1941
283120,07-1983,12-1983
283120,10-1905,10-1905
283120,10-1900,10-1900
283120,04-1940,09-1940
283120,01-1925,01-1925
283120,10-1982,12-1982
283120,11-1937,02-1938
283120,08-1882,08-1882
283120,07-1897,08-1897
283120,07-1938,10-1938
283120,01-2018,01-2018
283120,07-1902,09-1902
283120,02-1939,08-1939
283140,07-1952,09-1952
283150,10-1953,10-1953
283150,11-1963,11-1963
283160,07-1888,07-1888
283170,08-1899,11-1899
283170,09-1996,09-1996
283170,07-1900,07-1900
283180,12-1977,12-1977
283180,02-1950,02-1950
283180,05-1893,07-1893
283180,03-1895,09-1895
283180,03-1894,04-1894
283180,11-1893,11-1893
283190,05-1940,05-1940
283190,02-1895,03-1895
283190,08-1895,09-1895
283190,03-1896,03-1896
283190,06-1809,12-1809
283190,01-1821,05-1821
283190,08-1873,09-1873
283190,07-1894,07-1894
283210,11-1944,12-1944
283220,12-1800,07-1804
283220,03-1974,04-1974
283220,07-1834,07-1834
283230,12-1890,01-1891
283230,07-1932,07-1932
283230,09-1970,01-1971
283240,07-1919,07-1919
283260,08-1949,09-1949
283260,08-1997,08-1997
283260,05-1997,05-1997
284010,04-1958,06-1958
284010,12-1876,02-1877
284010,10-1933,11-1933
284010,02-1939,02-1939
284010,11-1986,12-1986
284010,04-1935,05-1935
284010,10-1959,11-1960
284010,09-1939,09-1939
284010,10-1915,10-1915
284010,07-1950,06-1951
284010,02-1974,06-1974
284010,01-1970,01-1970
284010,04-1971,04-1971
284010,10-1990,10-1990
284010,04-1934,04-1934
284010,11-1987,01-1988
284010,01-1962,05-1965
284010,01-1956,01-1956
284010,08-1938,08-1938
284010,01-1822,01-1824
284010,10-1953,02-1954
284010,08-1957,12-1957
284010,06-1970,11-1970
284010,12-1922,01-1923
284010,09-1803,11-1803
284010,08-1928,08-1928
284010,01-1968,01-1968
284010,07-1968,07-1968
284010,05-1914,05-1914
284010,01-1969,07-1969
284010,08-1940,08-1940
284010,05-1967,08-1967
284010,01-1959,01-1959
284010,05-1919,12-1919
284010,07-1937,08-1937
284010,11-1965,06-1966
284010,02-1912,01-1913
284040,02-2006,02-2006
284040,05-2008,05-2008
284040,08-1962,08-1962
284040,01-1811,01-1811
284040,04-2009,04-2009
284040,04-2005,05-2005
284040,11-2004,12-2004
284040,07-1940,08-1940
284040,01-2001,11-2002
284040,07-1874,07-1874
284040,06-2000,09-2000
284040,10-1983,10-1983
284040,08-2006,08-2006
284040,01-2008,01-2008
284040,04-2010,07-2010
284070,11-1954,11-1954
284070,02-1915,07-1915
284070,04-1906,04-1906
284070,09-1952,10-1953
284070,01-1970,06-1970
284090,08-1939,12-1939
284090,11-1965,12-1965
284090,08-2002,08-2002
284090,08-1902,08-1902
284096,08-2021,08-2021
284096,11-2013,11-2015
284096,12-2019,08-2020
284096,04-1973,05-1974
284096,04-2017,08-2017
284096,07-2018,07-2018
284096,10-2022,10-2023
284100,03-1984,03-1984
284100,08-2022,01-2023
284110,01-1930,01-1945
284110,01-1880,01-1889
284110,03-2022,03-2022
284120,11-1982,12-1982
284120,03-1957,03-1957
284120,08-2016,09-2016
284120,03-1980,03-1980
284120,08-2021,11-2021
284120,08-2015,08-2015
284120,10-2023,03-2024
284120,07-2022,12-2022
284120,09-1999,09-1999
284120,12-1978,12-1978
284120,12-1967,12-1967
284120,12-2012,04-2013
284120,12-2020,04-2021
284120,01-1969,01-1969
284120,09-2001,10-2001
284120,12-1969,12-1969
284120,02-2012,07-2012
284120,03-1982,03-1982
284120,08-1994,08-1994
284121,07-1953,07-1954
284130,02-2010,04-2010
284130,01-1914,08-1914
284130,12-1973,02-1974
284130,11-1992,09-1993
284130,07-1987,08-1987
284130,12-1974,11-1975
284130,01-1986,03-1986
284130,11-1904,05-1905
284130,08-2021,09-2021
284130,07-2005,07-2005
284133,07-1951,10-1951
284133,09-1973,03-1974
284140,10-1952,04-1953
284140,09-1932,10-1932
284140,01-1876,01-1876
284141,03-1967,04-1967
284141,04-2001,04-2001
284141,09-1989,12-1989
284141,11-2022,06-2023
284141,08-1985,09-1985
284141,08-2024,12-2024
284141,03-1969,03-1969
284141,01-2024,03-2024
284141,04-2014,05-2014
284170,07-2021,09-2021
284170,05-2010,08-2010
284170,05-1981,05-1985
284170,08-1988,10-1988
284170,12-2006,12-2006
284170,04-2011,09-2011
284170,09-1987,09-1987
284170,02-1923,03-1923
284170,01-1993,11-1993
284170,04-1992,04-1992
284170,02-1925,05-1925
284170,07-2012,07-2012
284193,05-2010,05-2010
284200,04-2004,09-2005
284200,05-2003,07-2003
284200,03-2006,06-2006
284200,11-2007,08-2008
284202,04-1966,05-1966
284202,09-2023,09-2023
284202,10-1995,10-1995
284211,07-2003,03-2010
284305,02-2013,12-2015
285020,02-1923,03-1923
285020,11-1942,11-1942
285020,10-1998,10-1998
285020,06-1919,07-1919
285020,06-1929,09-1929
285020,03-1996,03-1996
285020,03-1937,03-1937
285020,09-2000,11-2000
285020,08-1905,09-1905
285030,07-1910,11-1910
285030,06-1944,09-1945
285030,03-1822,09-1822
285030,08-1977,03-1982
285030,04-1853,09-1853
285030,03-2000,09-2001
285040,04-1936,04-1936
285040,08-1894,08-1894
285040,01-1951,01-1951
285040,01-1804,01-1817
285040,10-1931,10-1931
285040,02-1923,08-1923
285040,09-1953,09-1953
285040,07-1951,07-1951
285040,09-1928,02-1929
285040,07-1944,07-1944
285040,01-1928,01-1928
285040,02-1981,02-1981
285040,07-1921,07-1921
285040,09-1887,10-1887
285040,01-1885,03-1885
285040,11-1936,11-1936
285040,10-1926,10-1926
285040,06-1918,07-1918
285040,05-1954,05-1954
285040,04-1917,05-1917
285040,11-1954,02-1955
285040,01-1909,04-1909
285040,12-1978,05-1979
285040,12-1933,12-1933
285040,04-1886,04-1886
285040,05-1919,05-1919
285040,02-1894,02-1894
285040,10-1883,11-1883
285040,05-1978,05-1978
285040,02-1874,02-1874
285040,07-1920,07-1920
285050,06-1962,09-1962
285050,06-1985,06-1985
285050,10-1958,10-1958
285050,12-1928,12-1928
285050,05-1931,05-1931
285050,11-1925,09-1927
285050,08-1959,11-1959
285050,12-1988,05-1989
285050,06-1956,06-1956
285050,09-1954,09-1954
285050,08-1961,08-1961
285050,01-1928,05-1928
285050,02-2004,04-2004
285061,12-1898,12-1898
285070,05-1984,05-1984
285070,11-1998,11-1998
285070,11-1955,11-1955
285070,02-1957,09-1957
285070,11-1996,11-1996
285070,05-1965,05-1965
285070,01-1988,02-1988
285070,01-1954,04-1954
285070,03-2006,03-2006
285070,09-1960,09-1960
285070,06-1966,06-1966
285070,11-2008,11-2008
285070,03-1956,10-1956
285070,05-1959,10-1959
285070,04-1962,04-1962
285070,06-1964,07-1964
285070,02-1958,02-1958
285090,09-1876,09-1876
285090,12-1935,10-1936
285090,01-1857,01-1858
285090,08-1889,10-1889
290030,06-1981,06-1981
290030,07-1973,07-1973
290070,02-1968,02-1968
290070,02-2013,04-2013
290070,05-1989,08-1989
290070,01-1973,01-1973
290070,08-2012,08-2012
290070,05-1973,05-1973
290100,10-1999,10-1999
290100,05-1883,06-1883
290120,07-1973,07-1973
290120,02-1970,03-1970
290120,01-1845,01-1846
290120,07-1894,07-1894
290150,05-1879,06-1879
290150,11-2012,10-2016
290160,04-1972,04-1972
290161,06-1914,06-1914
290180,11-1957,12-1957
290200,07-1843,01-1846
290240,02-1930,02-1930
290240,12-1965,12-1965
290240,08-1960,08-1960
290240,02-2020,11-2021
290240,01-1989,01-1989
290240,05-2019,10-2019
290240,11-1946,11-1946
290240,06-2009,07-2009
290240,01-1923,01-1923
290240,09-2018,10-2018
290240,09-1976,10-1976
290240,10-2017,11-2017
290240,08-1954,10-1954
290250,06-2019,07-2019
290250,02-1924,02-1924
290260,04-1979,10-1980
290260,10-1986,10-1986
290260,06-2013,06-2014
290260,10-2022,10-2022
290260,11-2016,04-2017
290260,08-2021,08-2021
290260,11-2014,08-2015
290260,07-2004,07-2004
290270,06-2010,08-2010
290290,01-1872,01-1878
290300,01-1933,04-1933
290310,11-1952,11-1952
290360,08-1973,09-1973
290360,12-1853,01-1859
290360,01-2002,04-2002
290360,05-1958,05-1958
290360,01-2023,02-2023
290360,02-1964,02-1964
290360,03-2021,08-2021
290360,05-1961,08-1961
290360,08-2007,11-2007
290360,03-2007,04-2007
290360,03-2016,03-2016
290360,07-2016,08-2016
290360,09-1967,09-1967
290360,04-2003,07-2003
290360,11-1986,12-1986
290360,03-2005,04-2005
290360,02-2015,02-2015
290360,01-2022,10-2022
290360,07-2008,08-2008
290380,02-1969,02-1969
290380,03-1963,07-1964
290380,10-2016,11-2021
290380,10-1987,01-1988
290380,07-2010,07-2010
290380,01-1967,04-1967
290380,01-2005,02-2005
290380,02-1989,04-1990
290380,01-1991,01-1991
290380,06-2022,12-2024
290380,10-1934,10-1935
290380,02-2009,07-2009
290380,08-1965,08-1965
290390,08-2018,08-2018
290390,07-1860,07-1860
290390,05-1986,05-1986
290390,09-2022,11-2022
290390,11-1933,08-1934
290390,03-1982,03-1982
290390,10-2012,12-2012
290390,06-1972,09-1972
290390,04-1981,06-1981
290390,09-2015,08-2016
300010,03-2017,04-2017
300040,02-1923,04-1923
300060,12-1853,03-1854
300060,12-1960,01-1961
300060,06-2000,06-2000
300060,01-1928,02-1928
300060,04-1904,06-1904
300060,01-1927,02-1927
300060,03-2000,03-2000
300060,04-1898,07-1898
300070,08-1984,09-1986
300070,05-1931,07-1931
300070,09-1930,01-1931
300070,09-1929,04-1930
300070,06-1980,07-1981
300070,06-2010,06-2010
300090,12-1926,12-1926
300090,12-1956,06-1957
300090,12-2008,08-2009
300100,07-1901,07-1901
300100,06-1827,06-1827
300100,05-1855,09-1855
300100,12-1853,03-1854
300100,11-1851,02-1852
300100,02-1945,02-1945
300100,01-1991,01-1991
300100,03-1938,12-1938
300100,10-1894,02-1895
300100,10-2001,10-2001
300100,03-1926,03-1927
300120,11-2015,03-2016
300120,11-2016,11-2016
300120,10-2013,10-2013
300120,12-1956,06-1957
300120,06-2014,08-2015
300120,01-1940,02-1940
300125,01-1996,01-1996
300130,01-1996,12-2000
300130,09-1933,10-1933
300130,09-1946,10-1946
300130,11-2001,04-2016
300130,03-1956,02-1957
300130,05-1965,02-1967
300130,10-2016,10-2016
300130,11-1967,11-1967
300130,04-2020,08-2022
300130,11-1934,02-1935
300130,05-1970,10-1982
300130,02-2019,09-2019
300130,06-2017,09-2018
300130,04-2018,09-2018
300130,06-2024,12-2024
300130,04-1960,12-1964
300140,09-1945,04-1946
300140,04-1852,07-1852
300230,12-1927,01-1928
300230,11-2010,09-2013
300240,10-1967,11-1967
300240,01-1970,04-1970
300240,09-1956,11-1957
300240,08-1936,03-1937
300240,07-1968,07-1969
300240,09-1970,12-1970
300240,11-2012,09-2013
300240,03-1967,05-1967
300240,10-1955,12-1955
300240,01-1955,02-1955
300240,02-1954,06-1954
300240,03-1931,01-1932
300240,03-1961,02-1962
300240,06-1975,12-1976
300240,03-1964,04-1964
300240,09-1939,09-1939
300240,02-1940,04-1940
300240,08-1962,07-1963
300240,11-1940,07-1941
300240,07-1959,07-1960
300250,03-2000,03-2000
300250,07-2003,08-2003
300250,10-1959,11-1959
300250,07-1957,07-1957
300250,10-1962,11-1962
300250,04-1980,04-1980
300250,03-2022,08-2024
300250,08-1989,08-1989
300250,04-2006,12-2006
300250,07-1996,09-1996
300250,01-1990,11-1991
300250,12-1997,12-1997
300250,09-1995,10-1995
300250,07-2000,11-2000
300250,10-1961,12-1961
300250,06-1998,06-1998
300250,06-1981,05-1983
300250,12-2001,01-2002
300250,12-2009,02-2010
300250,01-2004,02-2005
300250,04-1960,04-1960
300250,05-1963,09-1963
300250,07-2008,08-2008
300250,03-1992,06-1992
300250,01-1958,02-1958
300250,03-1986,06-1986
300250,02-1984,12-1984
300250,03-1965,03-1970
300250,07-1994,10-1994
300250,03-1961,03-1961
300250,06-1985,12-1985
300250,12-1964,12-1964
300250,12-2002,12-2002
300250,05-1961,06-1961
300250,12-2016,02-2021
300250,05-2010,04-2011
300250,10-1955,03-1957
300250,02-2012,06-2013
300250,10-1993,02-1994
300250,07-2001,08-2001
300250,05-1997,05-1997
300250,06-1964,09-1964
300250,12-1958,03-1959
300250,02-1999,02-1999
300250,08-1980,08-1980
300250,11-2005,12-2005
300250,12-1986,07-1988
300250,05-2007,12-2007
300250,03-1971,12-1974
300260,08-1931,09-1931
300260,03-1931,03-1931
300260,03-1926,04-1926
300260,09-1992,09-1993
300260,09-1994,01-1995
300260,01-1932,12-1932
300260,01-2015,05-2015
300260,04-1925,10-1925
300260,08-2013,12-2013
300260,06-1929,09-1929
300260,08-1923,09-1923
300260,08-2015,07-2018
300260,11-1996,03-1997
300260,03-1984,01-1985
300260,04-1974,12-1974
300260,08-1985,01-1986
300260,12-1944,01-1945
300260,11-2022,11-2022
300260,04-2019,03-2021
300260,06-1945,07-1945
300260,01-1981,08-1981
300260,09-1969,12-1969
300260,10-1946,11-1946
300260,01-1956,08-1956
300260,10-1982,06-1983
300260,05-1954,09-1954
300260,02-2000,02-2000
300260,11-2002,04-2004
300260,01-2005,04-2005
300260,12-1896,11-1897
300260,10-2008,04-2009
300260,04-2002,06-2002
300260,06-1953,06-1953
300260,09-2004,09-2004
300260,08-2009,12-2010
300260,11-1951,11-1951
300260,03-1982,05-1982
300260,11-1986,09-1990
300260,11-1963,12-1964
300260,01-1819,01-1822
300260,07-1968,07-1968
300260,03-2011,07-2011
300260,01-1904,06-1904
300260,06-1986,07-1986
300260,06-1971,07-1971
300260,01-1992,05-1992
300260,07-2000,09-2000
300260,09-2012,01-2013
300260,04-1937,03-1939
300260,07-1883,08-1883
300260,06-2023,12-2023
300260,10-1853,02-1854
300260,02-1852,03-1852
300260,02-2007,07-2007
300260,04-1935,11-1936
300260,09-1997,09-1997
300260,05-1970,12-1970
300260,07-1998,09-1998
300260,11-1971,12-1973
300260,05-1958,08-1958
300260,02-1999,07-1999
300260,08-1965,12-1966
300260,08-1977,03-1980
300260,04-1991,06-1991
300260,12-1960,03-1963
300270,01-1897,01-1898
300270,03-1984,09-1984
300270,08-1980,12-1981
300270,08-1999,12-2024
300270,12-1988,12-1988
300270,04-1989,06-1989
300270,01-1928,04-1929
300270,11-1964,11-1964
300270,05-1985,10-1985
300270,03-1997,04-1997
300270,01-1990,02-1995
300270,05-1998,09-1998
300270,04-1999,04-1999
300270,03-1986,02-1988
300270,11-1944,04-1950
300270,01-1879,01-1883
311020,09-1969,09-1969
311020,06-1990,06-1990
311050,01-1828,01-1830
311060,02-2021,05-2023
311060,07-2019,08-2019
311060,12-2019,06-2020
311060,09-2018,10-2018
311070,08-1980,09-1980
311070,04-1929,01-1930
311070,07-1950,07-1951
311070,01-1982,01-1982
311110,02-2012,02-2012
311110,06-1995,06-1995
311110,12-2023,12-2023
311110,01-1994,11-1994
311120,06-2018,08-2018
311120,06-2019,06-2019
311120,11-1950,11-1950
311120,05-2021,12-2024
311120,02-1974,09-1974
311120,12-1949,01-1950
311130,08-2008,08-2008
311160,03-1987,03-1987
311160,03-2024,03-2024
311160,05-1998,07-1998
311160,02-2005,05-2005
311160,11-2006,03-2007
311180,03-1977,03-1977
311180,05-1993,08-1993
311180,12-1992,12-1992
311190,09-1996,09-1996
311210,11-1937,11-1937
311240,06-2020,06-2020
311240,02-2006,10-2006
311240,06-2007,08-2008
311240,04-2016,01-2019
311240,10-2009,12-2009
311240,07-2011,08-2015
311240,06-1987,08-1987
311240,05-1997,05-1997
311240,04-1986,05-1986
311240,05-1994,05-1994
311240,03-2005,11-2005
311240,07-1984,07-1984
311240,02-2001,04-2001
311240,10-1994,10-1994
311240,06-1944,06-1944
311240,01-2009,01-2009
311240,06-2009,06-2009
311240,05-2010,06-2010
311290,03-1931,05-1931
311290,02-1997,05-1997
311290,07-2008,08-2008
311290,03-1981,03-1981
311290,07-1983,07-1983
311290,10-1960,04-1961
311290,03-1817,01-1820
311290,11-1986,02-1988
311290,06-1945,12-1945
311290,08-1958,08-1958
311290,01-1824,01-1830
311300,07-1926,01-1928
311300,03-1906,09-1907
311300,09-1883,01-1895
311300,07-1992,07-1992
311300,01-1806,01-1823
311300,12-2016,08-2017
311300,09-1909,09-1910
311310,08-1993,01-1994
311310,03-1987,03-1987
311310,01-1995,01-1995
311320,01-1987,06-1987
311320,08-1895,08-1895
311320,03-1986,06-1986
311320,03-1973,05-1973
311320,10-1976,05-1977
311320,03-1992,05-1992
311320,07-1980,07-1980
311320,01-1927,01-1928
311320,02-1989,03-1989
311320,04-1948,08-1948
311320,10-1982,05-1983
311320,09-1990,10-1990
311320,12-1946,01-1947
311320,03-1988,07-1988
311320,05-1931,08-1931
311320,01-1990,01-1990
311320,09-1978,10-1978
311320,09-1991,10-1991
311340,11-1991,01-1992
311340,01-1827,01-1830
311340,03-1964,04-1964
311340,02-1978,02-1978
311350,10-1826,01-1827
311360,11-1998,11-1998
311360,07-2023,11-2023
311360,02-1932,05-1932
311360,02-2004,07-2004
311360,08-1946,01-1947
311360,07-2019,05-2020
311360,06-1997,06-1997
311360,12-1995,05-1996
311360,03-1986,02-1987
311360,11-1830,03-1831
311360,03-1999,05-1999
311360,04-1951,10-1951
311360,01-2014,07-2015
311360,09-1975,10-1975
311360,01-1827,01-1829
311360,01-1976,09-1976
311360,09-1993,10-1993
311360,05-1929,06-1929
311360,02-1978,02-1978
312030,01-1936,05-1948
312030,03-2016,07-2016
312030,07-1960,06-1963
312030,03-1981,05-1981
312030,08-2007,09-2007
312030,05-1958,08-1958
312030,07-1983,07-1983
312030,05-2014,06-2014
312030,03-1929,08-1931
312030,12-1922,02-1923
312030,11-2014,11-2014
312030,08-2021,12-2022
312030,08-1846,08-1846
312030,11-1973,11-1973
312030,09-1974,01-1975
312030,09-1981,09-1981
312030,10-1951,02-1952
312030,05-2013,06-2013
312030,11-1953,08-1954
312030,07-1950,05-1951
312030,11-1980,11-1980
312030,04-1986,08-1988
312030,01-1906,12-1911
312030,03-1974,03-1974
312030,03-1990,03-1990
312030,09-1975,03-1977
312030,09-1996,01-1997
312030,11-1983,12-1983
312070,06-1983,04-1984
312070,09-2002,03-2003
312070,11-1984,12-1984
312070,08-1892,08-1892
312070,03-2006,09-2006
312070,01-2005,02-2005
312070,03-1987,03-1987
312070,02-2008,03-2008
312070,07-1993,09-1994
312070,09-2018,12-2018
312070,03-1956,05-1956
312070,02-2021,04-2021
312070,09-2005,11-2005
312070,11-1995,11-1995
312070,06-2013,10-2013
312070,05-1939,06-1939
312070,04-1995,04-1995
312070,02-2004,09-2004
312070,08-1838,04-1839
312090,05-1931,06-1931
312110,08-1998,08-1998
312110,07-1971,07-1971
312131,03-1977,04-1977
312160,10-1963,11-1963
312160,07-1957,08-1960
312160,04-1963,04-1963
312160,09-1956,09-1956
312160,09-1967,02-1968
312160,02-1953,10-1954
312160,07-1950,08-1950
312160,11-1968,11-1968
312160,06-1962,06-1962
312170,06-1912,07-1912
312180,06-1912,10-1912
312260,09-2006,09-2006
313010,10-1971,10-1971
313010,03-1935,08-1935
313010,03-1986,08-1986
313010,10-1963,08-1964
313010,12-2005,04-2006
313010,01-1976,05-1977
313010,10-1883,01-1884
313030,12-1989,06-1990
313030,03-2009,07-2009
313030,12-1967,04-1968
313030,10-1966,01-1967
313030,01-1966,02-1966
313040,07-1953,07-1953
313040,06-1992,09-1992
315020,04-1911,09-1912
321010,11-1859,04-1860
321010,09-1880,11-1880
321010,12-1852,01-1853
321050,03-1850,05-1850
321050,03-1847,03-1847
321050,11-1842,09-1845
321050,10-2004,01-2008
321050,03-1853,08-1853
321050,12-1989,01-1990
321050,03-1980,10-1986
321050,11-1990,02-1991
321050,02-1854,04-1854
322010,08-1859,08-1859
322010,09-1865,01-1866
323080,05-1914,06-1917
331020,06-1993,07-1993
331021,04-2015,05-2015
331021,01-1998,02-1998
331021,04-2011,04-2011
331031,02-1996,03-1996
332000,02-1996,08-1996
332010,02-1823,12-1894
332010,01-1896,01-1896
332010,02-1905,04-1906
332010,07-1896,09-1896
332010,11-1903,01-1904
332010,06-1897,06-1897
332010,02-1902,02-1902
332010,12-1906,02-1924
332010,06-1902,03-1903
332010,12-2024,12-2024
